field_1	heap
method_22300	isRequired
method_22301	getBatchName
method_22302	parse
method_22303	getTestFunction
method_22304	onTestFailed
method_22306	method_22306
method_22307	method_22307
method_22308	protocol
method_22310	createPacket
method_22311	method_22311
method_22312	getId
method_22313	addPacket
method_22315	addFlow
method_22317	sendGameTestClearPacket
method_22318	sendGameTestAddMarker
method_22319	sendPacketToAllPlayers
method_22320	pauseInIde
method_22321	describeError
method_22322	getName
method_22326	findNearestBlock
method_22327	getAttackDamage
method_22328	getAttackDamage
method_22329	getAttackDamage
method_22330	hasBeenStaredAt
method_22331	setBeingStaredAt
method_22332	setPatrolling
method_22333	findPatrolCompanions
method_22335	getRawBrightness
method_22336	getLightEngine
method_22338	getChunkForCollisions
method_22339	getMaxLocalRawBrightness
method_22340	hasChunkAt
method_22341	hasChunksAt
method_22342	getChunk
method_22343	hasChunksAt
method_22345	containsAnyLiquid
method_22346	getMaxLocalRawBrightness
method_22347	isEmptyBlock
method_22348	canSeeSkyFromBelowWater
method_22349	getLightLevelDependentMagicValue
method_22350	getChunk
method_22351	isWaterAt
method_22352	destroyBlock
method_22353	getChunk
method_22354	getChunk
method_22357	kickVillagerOutOfBed
method_22358	canBeReplaced
method_22363	getRawBrightness
method_22364	exitToTitleScreen
method_22368	clearBlock
method_22369	getStructureTemplate
method_22370	testClassName
method_22371	testFunctionArgument
method_22372	next
method_22373	method_22373
method_22374	method_22374
method_22375	method_22375
method_22382	shouldTriggerItemUseEffects
method_22383	getInSquare
method_22385	getBiomeManager
method_22386	method_22386
method_22387	getUncachedNoiseBiome
method_22388	method_22388
method_22389	method_22389
method_22390	method_22390
method_22393	getBiome
method_22400	isEmpty
method_22406	createExternalStub
method_22407	isExternalStreamChunk
method_22408	createExternalChunkInputStream
method_22409	createChunkInputStream
method_22410	writeToExternalFile
method_22411	method_22411
method_22412	getExternalChunkVersion
method_22413	getExternalChunkPath
method_22414	method_22414
method_22416	getValue
method_22419	shouldShowDeathScreen
method_22420	setShowDeathScreen
method_22425	getSeed
method_22426	finalizeMaps
method_22427	success
method_22428	consume
method_22430	pass
method_22431	fail
method_22432	getGroupSize
method_22435	increaseGroupSizeByOne
method_22436	isShouldSpawnBaby
method_22437	getBabySpawnChance
method_22438	method_22438
method_22439	ensureLoadedAndValid
method_22440	method_22440
method_22441	method_22441
method_22442	method_22442
method_22443	method_22443
method_22444	isValid
method_22445	deserializeEnchantments
method_22446	aroundChunk
method_22449	getAsLong
method_22450	frac
method_22452	serializeToJson
method_22453	fromJson
method_22454	matches
method_22455	method_22455
method_22456	method_22456
method_22457	method_22457
method_22458	method_22458
method_22459	method_22459
method_22460	method_22460
method_22461	method_22461
method_22462	method_22462
method_22463	method_22463
method_22464	method_22464
method_22465	method_22465
method_22466	deserializeBlock
method_22467	trigger
method_22468	method_22468
method_22470	team
method_22471	method_22471
method_22472	method_22472
method_22473	serializeToJson
method_22474	fromJson
method_22475	matches
method_22476	method_22476
method_22477	method_22477
method_22478	method_22478
method_22479	method_22479
method_22480	method_22480
method_22481	serializeToJson
method_22482	fromJson
method_22483	matches
method_22484	location
method_22486	method_22486
method_22488	noOcclusion
method_2249	createNormalMenuOptions
method_22493	method_22493
method_22494	serializeCustomData
method_22495	getStatValueId
method_22496	getStat
method_22497	matches
method_22498	method_22498
method_22499	fromJson
method_22500	method_22500
method_22501	method_22501
method_22502	method_22502
method_22503	advancementPredicateFromJson
method_22504	test
method_22505	test
method_22506	toJson
method_22507	build
method_22508	method_22508
method_22509	method_22509
method_2251	createDemoMenuOptions
method_22510	trigger
method_22512	method_22512
method_22513	serializeToJson
method_22514	matches
method_22515	matches
method_22516	checkState
method_22517	method_22517
method_22518	matches
method_22519	fromJson
method_2252	realmsButtonClicked
method_22520	method_22520
method_22521	fromJson
method_22522	getStringOrNull
method_22523	properties
method_22524	hasProperty
method_22525	hasProperty
method_22526	hasProperty
method_22527	hasProperty
method_22528	build
method_22529	toJson
method_2253	realmsNotificationsEnabled
method_22530	match
method_22531	checkState
method_22532	match
method_22533	getName
method_22536	location
method_22537	method_22537
method_22538	method_22538
method_22539	method_22539
method_22540	method_22540
method_22541	method_22541
method_22542	keys
method_22543	createId
method_22544	newStorage
method_22545	method_22545
method_22546	get
method_22547	set
method_22548	method_22548
method_22549	method_22549
method_22550	get
method_22551	method_22551
method_22552	put
method_22553	method_22553
method_22554	getKeys
method_22567	validateUser
method_22568	setParams
method_2257	respawn
method_22577	method_22577
method_22578	method_22578
method_22579	test
method_2258	renderBg
method_22581	deserialize
method_22582	serialize
method_22584	setProperties
method_22585	method_22585
method_22587	test
method_22590	deserialize
method_22591	serialize
method_22592	getEventsIds
method_22593	remove
method_22594	blitToScreen
method_22595	_bindWrite
method_22596	_resize
method_22597	method_22597
method_22598	method_22598
method_22599	method_22599
method_226	getLoadedPlayerTag
method_22600	method_22600
method_22604	method_22604
method_22619	upload
method_22620	method_22620
method_22649	setupBufferState
method_22651	clearBufferState
method_22652	setupBufferState
method_22653	clearBufferState
method_22654	clearBufferState
method_22655	setupBufferState
method_22657	method_22657
method_22658	method_22658
method_22659	method_22659
method_22660	method_22660
method_22661	method_22661
method_22662	method_22662
method_22663	method_22663
method_22664	method_22664
method_22665	method_22665
method_22666	method_22666
method_22667	method_22667
method_2267	initButtons
method_22675	method_22675
method_22676	method_22676
method_22677	method_22677
method_22678	method_22678
method_22681	fillReport
method_22683	getWindow
method_22684	method_22684
method_22685	method_22685
method_22686	method_22686
method_22687	method_22687
method_22688	method_22688
method_22689	method_22689
method_22690	grab
method_22691	method_22691
method_22692	renderPattern
method_22697	getRandomModelPart
method_22698	render
method_22699	render
method_2270	initLists
method_22700	getRandomCube
method_22702	compile
method_22703	translateAndRotate
method_22705	clearAll
method_22706	method_22706
method_22707	method_22707
method_22709	resetProjectionMatrix
method_22710	renderLevel
method_22712	renderHitOutline
method_22713	tickRain
method_22714	renderSnowAndRain
method_22720	chunkBufferLayers
method_22722	bufferSize
method_22740	renderQuad
method_22741	renderPart
method_22749	render
method_22750	render
method_22751	render
method_22752	setLevel
method_22755	method_22755
method_22756	schedule
method_22757	method_22757
method_22761	uploadAllPendingUploads
method_22763	runTask
method_22773	resortTransparency
method_22777	rebuildChunkAsync
method_22778	updateGlobalBlockEntities
method_22779	method_22779
method_22780	method_22780
method_22781	compileSync
method_22782	cancel
method_22783	doTask
method_22784	compareTo
method_22785	compile
method_22788	method_22788
method_22789	method_22789
method_22790	method_22790
method_22791	method_22791
method_22792	method_22792
method_22793	method_22793
method_22794	doNotchTransparencyHack
method_22795	load
method_22796	setNoAlpha
method_22797	method_22797
method_22798	processLegacySkin
method_22799	method_22799
method_228	getCustomBossEvents
method_22800	method_22800
method_22801	method_22801
method_22802	method_22802
method_22807	method_22807
method_22808	executor
method_22809	method_22809
method_22810	doLoad
method_22811	method_22811
method_22812	execute
method_22813	bindForSetup
method_22814	method_22814
method_22815	method_22815
method_22816	method_22816
method_22817	method_22817
method_22818	method_22818
method_22819	method_22819
method_2282	blitSlotIcon
method_22820	method_22820
method_22822	method_22822
method_22823	method_22823
method_22824	method_22824
method_22826	hasPosition
method_22827	getCommandStorage
method_22829	checkCustomPredicate
method_22830	method_22830
method_22831	method_22831
method_22832	method_22832
method_22833	remove
method_22834	method_22834
method_22835	method_22835
method_22836	method_22836
method_22837	method_22837
method_22838	method_22838
method_22840	method_22840
method_22841	method_22841
method_22842	getGlobalTags
method_22844	getEffectiveRange
method_22845	contains
method_2285	getColumnX
method_22861	getTeamColor
method_22862	setOldPosAndRot
method_22863	tickPart
method_22864	exits
method_22865	method_22865
method_22874	getCenter
method_22875	getDebugData
method_22876	getDebugData
method_22877	hasMalus
method_22878	isOpen
method_22879	asBlockPos
method_22880	getOpenSet
method_22881	getClosedSet
method_22882	reverse
method_2289	blitSlot
method_22891	resetState
method_22892	ensureVertexCapacity
method_22893	building
method_22896	putByte
method_22897	putFloat
method_22898	putShort
method_22899	uvShort
method_22900	currentElement
method_22901	defaultColor
method_22903	pushPose
method_22904	translate
method_22905	scale
method_22907	mulPose
method_22908	method_22908
method_22909	popPose
method_22911	clear
method_22912	vertex
method_22913	uv
method_22914	normal
method_22915	color
method_22916	uv2
method_22917	overlayCoords
method_22918	vertex
method_22919	putBulkData
method_22920	putBulkData
method_22921	uv2
method_22922	overlayCoords
method_22931	identity
method_22933	compose
method_22934	compose
method_22935	inverse
method_22936	getMatrix
method_22937	getLeftRotation
method_22938	ensureDecomposed
method_22939	method_22939
method_22940	renderBuffers
method_22942	drawInBatch
method_22943	whiteGlyph
method_22944	renderEffect
method_22946	headParts
method_22947	method_22947
method_22948	bodyParts
method_22949	method_22949
method_22950	method_22950
method_22951	method_22951
method_22952	setupAnim
method_22953	parts
method_22954	waterPatch
method_22955	setColor
method_22956	setColor
method_22958	setupAnim
method_22960	parts
method_22961	method_22961
method_22962	setupAnim
method_22963	method_22963
method_22964	method_22964
method_22966	method_22966
method_22967	method_22967
method_22968	method_22968
method_2297	compare
method_22973	getProjectionMatrix
method_22974	lightTexture
method_22975	overlayTexture
method_22976	renderHandsWithItems
method_22977	renderEntity
method_22979	checkPoseStack
method_22980	renderLineBox
method_22981	renderLineBox
method_22982	renderLineBox
method_22983	renderVoxelShape
method_22984	addFrustumVertex
method_22985	addFrustumQuad
method_22986	method_22986
method_22987	removeProgress
method_22988	method_22988
method_22989	renderDebug
method_22990	entityTarget
method_22991	immediate
method_22992	immediateWithBuffers
method_22993	endBatch
method_22994	endBatch
method_22995	getBuilderRaw
method_22997	fixedBufferPack
method_22999	method_22999
method_23	canPassDoors
method_230	levelExists
method_2300	onStatsUpdated
method_23000	bufferSource
method_23001	crumblingBufferSource
method_23003	outlineBufferSource
method_2301	draw
method_23012	end
method_23018	energySwirl
method_2302	getX
method_23026	eyes
method_23028	text
method_2303	isMouseOver
method_23030	textSeeThrough
method_23031	format
method_23033	mode
method_23037	affectsCrumbling
method_2304	getMax
method_2305	getY
method_2306	drawIcon
method_23067	renderScreenEffect
method_23068	renderTex
method_23069	renderWater
method_2307	getAdvancement
method_23070	renderFire
method_23071	renderBreakingTexture
method_23072	vertex
method_23073	putQuadData
method_23074	method_23074
method_23075	apply
method_23076	addVertex
method_23077	renderItem
method_23079	setupAndRender
method_2308	getWidget
method_23080	method_23080
method_23081	method_23081
method_23083	render
method_23084	renderCube
method_23085	renderFace
method_23086	method_23086
method_23087	handleBlockEntity
method_23088	prepare
method_23089	cubeInFrustum
method_2309	getTitle
method_23092	calculateFrustum
method_23093	isVisible
method_23096	method_23096
method_23098	renderFilledBox
method_23099	render
method_2310	drawContents
method_23100	method_23100
method_23101	getTargetedEntity
method_23102	renderFilledBox
method_23103	renderFilledBox
method_23104	renderFilledBox
method_23105	renderFloatingText
method_23106	renderFloatingText
method_23107	renderFloatingText
method_23108	renderFloatingText
method_23109	render
method_2311	drawTab
method_23110	method_23110
method_23111	renderMarker
method_23112	getR
method_23113	getG
method_23114	getB
method_23115	getA
method_23116	method_23116
method_23117	renderPathLine
method_23118	renderPath
method_23119	distanceToCamera
method_2312	getScreen
method_23122	highlightRaidCenter
method_23123	renderTextOverBlock
method_23125	getCamera
method_23126	method_23126
method_23127	method_23127
method_23128	method_23128
method_23129	method_23129
method_2313	scroll
method_23131	renderGhostPoi
method_23132	renderTextOverMob
method_23133	renderTextOverPoi
method_23134	renderTextOverPos
method_23135	doRender
method_23136	renderPath
method_23137	renderPoiInfo
method_23138	highlightPoi
method_2314	drawTooltips
method_23140	renderBrainInfo
method_23141	getTicketHolderNames
method_23142	getTicketHolders
method_23144	getGhostPois
method_23145	isMobSelected
method_23146	updateLastLookedAtUuid
method_23147	isPlayerCloseEnoughToMob
method_23148	method_23148
method_23149	getUuid
method_2315	drawIcon
method_23151	hasPoi
method_23153	vertex
method_23154	getWhiteOverlayProgress
method_23155	getY
method_23156	vertex2
method_23157	vertex01
method_23158	vertex3
method_23159	vertex4
method_2316	isMouseOver
method_23160	getRenderOffset
method_23161	fireVertex
method_23162	shadowVertex
method_23163	renderBlockShadow
method_23165	renderFlame
method_23166	renderShadow
method_23168	distanceToSqr
method_23169	getRenderOffset
method_2317	create
method_23170	render
method_23171	vertex
method_23172	stringVertex
method_23173	vertex
method_23174	getRenderOffset
method_23175	renderNameTag
method_23176	shouldShowName
method_23177	renderStatic
method_23178	renderStatic
method_23179	render
method_2318	addAdvancement
method_23180	renderQuadList
method_23181	getFoilBuffer
method_23182	renderModelLists
method_23183	quad
method_23185	getWhiteOverlayProgress
method_23187	addVertexPair
method_23188	vertex
method_23189	getRenderOffset
method_2319	addWidget
method_23190	renderWhiteSolidBlock
method_23192	renderModel
method_23193	renderType
method_23194	getTextureLocation
method_23196	coloredCutoutModelCopyLayerRender
method_23199	renderColoredCutoutModel
method_2320	getIndex
method_23200	render
method_23201	getTextureLocation
method_23202	xOffset
method_23203	model
method_23204	render
method_23205	renderHand
method_23206	getRenderOffset
method_23207	bind
method_23208	method_23208
method_23209	setupOverlayColor
method_23210	u
method_23212	v
method_23213	teardownOverlayColor
method_23216	method_23216
method_2322	addChild
method_23220	blockCenterToCorner
method_23221	getUVLockTransform
method_23222	method_23222
method_23223	method_23223
method_23224	getRotation
method_23225	rotate
method_23226	relative
method_23227	below
method_23228	below
method_2323	drawConnectivity
method_23230	method_23230
method_23231	method_23231
method_23232	load
method_23233	valueOf
method_23234	valueOf
method_23235	load
method_23240	load
method_23241	valueOf
method_23242	load
method_23243	load
method_23244	valueOf
method_23245	load
method_23246	load
method_23247	valueOf
method_23248	load
method_23249	load
method_2325	draw
method_23250	load
method_23251	valueOf
method_23252	load
method_23253	createBoolean
method_23254	valueOf
method_23255	load
method_23256	valueOf
method_23257	load
method_23258	getType
method_23259	getName
method_2326	getY
method_23260	createInvalid
method_23261	getPrettyName
method_23262	load
method_23263	isValue
method_23264	load
method_23265	getType
method_23266	getRandomString
method_23267	getEntityName
method_23268	getRandom
method_23269	compareTo
method_2327	getX
method_23270	getLastAvailableStatus
method_23271	getFullStatus
method_23272	getChunkDebugData
method_23273	getChunkDebugData
method_23278	fastInvCubeRoot
method_23279	hasEnoughSpace
method_2328	getFirstVisibleParent
method_23280	isFireNearby
method_23284	getBrightness
method_23285	endOutlineBatch
method_23286	setColor
method_23287	outline
method_23289	outline
method_2329	isMouseOver
method_23295	vertex
method_23299	cap
method_2330	findOptimalLines
method_23302	method_23302
method_23305	method_23305
method_2331	drawHover
method_23311	reapplyPosition
method_23312	getOnPos
method_23313	getBlockJumpFactor
method_23314	getBlockPosBelowThatAffectsMyMovement
method_23315	getTypeName
method_23316	getX
method_23317	getX
method_23318	getY
method_23319	getRandomY
method_2332	attachToParent
method_23320	getEyeY
method_23321	getZ
method_23322	getRandomX
method_23323	getY
method_23324	getZ
method_23325	getRandomZ
method_23326	getBlockSpeedFactor
method_23327	setPosRaw
method_23328	playBlockFallSound
method_23329	calculateFallDamage
method_2333	setProgress
method_2334	renderWindow
method_23342	randomIntInclusive
method_23343	maybeTeleportTo
method_23344	canTeleportTo
method_23345	teleportToOwner
method_23346	isPollinating
method_23347	getCrackiness
method_23349	getSpeedFactor
method_2335	getAdvancementWidget
method_23350	getJumpFactor
method_23351	speedFactor
method_23352	jumpFactor
method_23355	showParticles
method_23356	isSlidingDown
method_23359	onModeSwitch
method_2336	getTab
method_23360	scheduleTick
method_23362	getMovementArea
method_23364	isStickyForEntities
method_23367	isSticky
method_2337	renderInside
method_23372	getTreeRadiusForHeight
method_23374	isValidPosition
method_23375	makeCap
method_23376	placeTrunk
method_23377	getTreeHeight
method_2338	renderTooltips
method_23380	updateLeaves
method_23381	method_23381
method_23384	method_23384
method_23395	isStone
method_23396	isDirt
method_23445	build
method_23448	createFoliage
method_23449	placeLeavesRow
method_23451	shouldSkipLocation
method_23452	foliageRadius
method_23455	getState
method_23457	register
method_23460	method_23460
method_23461	method_23461
method_23462	placeCircle
method_23463	placeBlockAt
method_23464	method_23464
method_23465	method_23465
method_23466	method_23466
method_23467	addHangingVine
method_23468	method_23468
method_23469	place
method_23474	method_23474
method_23476	getBlockPathTypeStatic
method_23477	discard
method_23481	setDown
method_235	findLevelCandidates
method_23500	renderType
method_23501	discardAll
method_23502	method_23502
method_23504	method_23504
method_23505	method_23505
method_2351	getCommandBlock
method_23510	method_23510
method_23511	method_23511
method_23514	method_23514
method_23515	method_23515
method_23516	setupRenderState
method_23517	setupGlintTexturing
method_23518	clearRenderState
method_23519	method_23519
method_2352	populateAndSendPacket
method_23520	method_23520
method_23522	method_23522
method_23524	method_23524
method_23531	method_23531
method_23532	method_23532
method_23533	method_23533
method_23534	method_23534
method_23535	method_23535
method_23536	method_23536
method_23537	method_23537
method_23538	method_23538
method_23539	method_23539
method_23540	method_23540
method_23541	method_23541
method_23542	method_23542
method_23545	method_23545
method_23546	method_23546
method_23547	method_23547
method_23548	method_23548
method_23551	method_23551
method_23552	method_23552
method_23553	method_23553
method_23554	method_23554
method_23555	method_23555
method_23556	method_23556
method_23561	method_23561
method_23562	method_23562
method_23563	method_23563
method_23564	cutoutTexture
method_23567	method_23567
method_23568	method_23568
method_23569	method_23569
method_23570	crumbling
method_23572	entitySolid
method_23573	dragonExplosionAlpha
method_23574	endPortal
method_23576	entityCutout
method_23577	solid
method_23578	entityCutoutNoCull
method_23579	cutoutMipped
method_23580	entityTranslucent
method_23581	cutout
method_23583	translucent
method_23584	entitySmoothCutout
method_23585	translucentNoCrumbling
method_23586	entityDecal
method_23587	leash
method_23588	entityNoOutline
method_23589	waterMask
method_2359	onDone
method_23590	glint
method_23591	entityGlint
method_23592	beaconBeam
method_23593	lightning
method_23594	lines
method_23595	method_23595
method_23598	builder
method_236	getBackupPath
method_2360	onEdited
method_23603	setCullState
method_23604	setDepthTestState
method_23607	setLayeringState
method_23608	setLightmapState
method_23609	setLineState
method_23610	setOutputState
method_23611	setOverlayState
method_23614	setTexturingState
method_23615	setTransparencyState
method_23616	setWriteMaskState
method_23617	createCompositeState
method_23618	method_23618
method_23619	method_23619
method_23620	prepareMobModel
method_23621	setupAnim
method_23622	getOverlayCoords
method_23623	render
method_23624	pack
method_23625	pack
method_23627	betweenClosedStream
method_23634	startExecution
method_23635	setStructureBlockPos
method_23636	method_23636
method_23637	method_23637
method_23638	getStructureName
method_23639	startTest
method_2364	getPreviousY
method_23640	finish
method_23641	method_23641
method_23643	tickAndContinue
method_23644	tickAndFailIfNotComplete
method_23645	tick
method_23647	runTestPreparation
method_23648	method_23648
method_23649	getSetupTicks
method_23650	method_23650
method_23651	method_23651
method_23652	spectate
method_23653	register
method_23654	method_23654
method_23655	method_23655
method_23656	method_23656
method_23657	method_23657
method_23658	clearBlockEvents
method_23659	method_23659
method_23660	wakeUpAllPlayers
method_23661	setCountToAtLeastOne
method_23662	method_23662
method_23663	method_23663
method_23664	method_23664
method_23665	consumesAction
method_23666	shouldSwing
method_23667	swing
method_23668	tryToStartFallFlying
method_23669	startFallFlying
method_23670	stopFallFlying
method_23671	matchesStickyCritera
method_23672	moveEntityByPiston
method_23673	method_23673
method_23674	moveStuckEntities
method_23675	canStickToEachOther
method_23676	getReferences
method_23677	isChatHidden
method_23678	getRenderType
method_23679	getChunkRenderType
method_23680	getRenderLayer
method_23681	method_23681
method_23682	setFancy
method_23683	getRenderType
method_23685	method_23685
method_23687	pack
method_23689	entityTranslucentCull
method_23693	byFraction
method_23694	method_23694
method_23696	read
method_23697	flushWorker
method_23698	synchronize
method_23699	method_23699
method_2370	mouseScrolled
method_23701	runStore
method_23703	store
method_23705	method_23705
method_23709	submitTask
method_2371	cycle
method_23711	method_23711
method_23719	storePendingChunk
method_2372	mouseClicked
method_23726	write
method_23727	getPredicate
method_2373	render
method_23733	createWitherRose
method_23734	shouldDespawnInPeaceful
method_23739	method_23739
method_2374	select
method_23740	method_23740
method_23742	findNearbyHivesWithSpace
method_23743	method_23743
method_23748	stopPollinating
method_23749	setWantedPos
method_2375	useSuggestion
method_23750	getOffset
method_23751	isFoil
method_23752	getBlockTint
method_23753	getBiome
method_23754	resetHoneyLevel
method_23760	last
method_23761	pose
method_23762	normal
method_23763	normal
method_23764	method_23764
method_23765	updateTeaserImages
method_23766	method_23766
method_23767	rotation
method_23768	invalidateAll
method_23769	invalidateForChunk
method_2377	keyPressed
method_23770	getColor
method_23772	findOrCreateChunkCache
method_23774	plate
method_23775	handle
method_23777	getSkyColor
method_23778	method_23778
method_23779	method_23779
method_2378	isHovering
method_23780	calculateBlockTint
method_23782	onChunkLoaded
method_23783	getSkyDarken
method_23784	clearTintCaches
method_23785	getCloudColor
method_23787	getStarBrightness
method_23789	getSkyFlashTime
method_2379	recalculateQuickCraftRemaining
method_23790	method_23790
method_23791	method_23791
method_23792	setupNoFog
method_23793	getLightColor
method_23794	getLightColor
method_23795	notGamma
method_23798	put
method_2380	renderTooltip
method_23801	method_23801
method_23802	renderPatterns
method_23803	method_23803
method_23804	method_23804
method_23805	addOrUpdateBeeInfo
method_23806	getPosDescription
method_23807	addOrUpdateHiveInfo
method_23808	highlightHive
method_2381	hasClickedOutside
method_23810	method_23810
method_23811	method_23811
method_23812	method_23812
method_23813	renderGhostHive
method_23814	renderTextOverMob
method_23815	renderTextOverHive
method_23816	renderTextOverPos
method_23817	method_23817
method_23818	method_23818
method_23819	clearRemovedHives
method_2382	renderFloatingItem
method_23820	renderPath
method_23821	renderHiveInfo
method_23822	getHiveMembers
method_23823	doRender
method_23824	renderBeeInfo
method_23825	getBeeUuidsAsString
method_23826	renderFlowerInfos
method_23827	isBeeSelected
method_23828	getCamera
method_23829	isPlayerCloseEnoughToMob
method_2383	slotClicked
method_23830	getGhostHives
method_23831	method_23831
method_23832	updateLastLookedAtUuid
method_23837	vertex
method_23838	renderSide
method_23839	getPackedLightCoords
method_2384	checkHotbarKeyPressed
method_23840	vertex
method_23841	atlasSize
method_23842	uvShrinkRatio
method_2385	renderSlot
method_23854	toShortString
method_23855	sendBeeInfo
method_23856	sendHiveInfo
method_23859	create
method_2386	findSlot
method_23862	addOrGet
method_23863	addInternal
method_23864	castRawArray
method_23865	first
method_23866	getInsertionPosition
method_23868	grow
method_23869	findIndex
method_2387	isHovering
method_23870	removeInternal
method_23871	getInternal
method_23872	method_23872
method_23873	deserializeBlock
method_23874	method_23874
method_23875	trigger
method_23877	createInstance
method_23878	matches
method_23879	destroyedBeeNest
method_2388	renderLabels
method_23880	block
method_23882	build
method_23883	dropExperience
method_23884	getHivePos
method_23885	dropHive
method_23886	isNight
method_23888	method_23888
method_23889	trigger
method_2389	renderBg
method_23890	createInstance
method_23893	angerNearbyBees
method_23894	hiveContainsBees
method_23895	isSmokeyPos
method_23896	isLitCampfire
method_23898	acceptSingle
method_23899	acceptDouble
method_23900	method_23900
method_23901	method_23901
method_23902	getHoneyLevel
method_23903	getOccupantCount
method_23904	isSedated
method_23905	method_23905
method_23906	method_23906
method_23907	deserializeBlock
method_23908	method_23908
method_23909	trigger
method_23911	createInstance
method_23912	slidesDownBlock
method_23913	matches
method_23917	getParseException
method_23918	switchFormat
method_23919	vertex
method_23920	showSuggestions
method_23921	mouseScrolled
method_23922	mouseClicked
method_23923	render
method_23924	keyPressed
method_23925	formatText
method_23929	fillNodeUsage
method_2393	method_2393
method_23930	getLastWordIndex
method_23931	formatChat
method_23933	setAllowSuggestions
method_23934	updateCommandInfo
method_23936	calculateSuggestionSuffix
method_23937	updateUsageInfo
method_23939	method_23939
method_2394	method_2394
method_23945	onEdited
method_23952	clearRemovedBees
method_23953	method_23953
method_23954	fraction
method_23955	step
method_23956	setCreatedTick
method_23958	getNarrationMessage
method_23960	getNarrationMessage
method_23964	setMaxVisitedNodesMultiplier
method_23965	resetMaxVisitedNodesMultiplier
method_23966	isInProgress
method_23967	method_23967
method_23976	method_23976
method_23979	closerThan
method_23980	method_23980
method_23982	method_23982
method_23983	isTiredOfLookingForNectar
method_23984	isHiveNearFire
method_23985	method_23985
method_23987	pathfindRandomlyTowards
method_23988	doesHiveHaveSpace
method_23989	method_23989
method_23990	isTooFarAway
method_23991	method_23991
method_23992	isFlowerValid
method_23993	method_23993
method_23994	method_23994
method_23995	method_23995
method_23999	method_23999
method_24	canOpenDoors
method_240	isNewLevelIdAcceptable
method_24000	method_24000
method_24001	method_24001
method_24002	method_24002
method_24003	method_24003
method_24006	pathfindDirectlyTowards
method_24007	isTargetBlacklisted
method_24009	blacklistTarget
method_2401	setSelected
method_24010	hasReachedTarget
method_24011	clearBlacklist
method_24012	dropAndBlacklistHive
method_24013	wantsToGoToKnownFlower
method_24015	method_24015
method_24016	merge
method_24017	areMergable
method_24018	merge
method_2402	isSelected
method_24022	getChessboardDistance
method_24023	addBlockDrops
method_24024	method_24024
method_24025	type
method_24026	values
method_24027	register
method_24029	method_24029
method_2403	onNameChanged
method_24032	writeToChannel
method_24036	asByteArray
method_24037	create
method_24040	method_24040
method_24041	updateMaxMipLevel
method_24045	renderType
method_24047	method_24047
method_24048	create
method_24049	create
method_24059	bannerSheet
method_24060	method_24060
method_24061	method_24061
method_24062	chooseMaterial
method_24063	chooseMaterial
method_24064	createSignMaterial
method_24065	chestMaterial
method_24066	getAllMaterials
method_24067	shieldSheet
method_24068	method_24068
method_24069	bedSheet
method_2407	saveChanges
method_24070	shulkerBoxSheet
method_24071	signSheet
method_24072	chestSheet
method_24073	solidBlockSheet
method_24074	cutoutBlockSheet
method_24076	translucentCullBlockSheet
method_24077	getMaterial
method_24079	parseTextureLocationOrReference
method_24082	method_24082
method_24083	method_24083
method_24084	createHiveBlacklistMap
method_24085	getBlockLightLevel
method_24086	getBlockLightLevel
method_24087	getBlockLightLevel
method_24088	getPackedLightCoords
method_24089	getBlockLightLevel
method_24090	getBlockLightLevel
method_24091	getBlockLightLevel
method_24092	getBlockLightLevel
method_24093	getBlockLightLevel
method_24094	getBlockLightLevel
method_24098	getAtlas
method_24099	getPow22
method_24100	gammaBlend
method_24101	alphaBlend
method_24102	generateMipLevels
method_24103	method_24103
method_24106	location
method_24108	wrap
method_24128	uploadInterpolatedFrame
method_24129	mix
method_2413	updateButtonVisibility
method_24130	getPixel
method_2414	keyEnd
method_24143	calculateFrameSize
method_24144	atlasLocation
method_24145	buffer
method_24146	renderType
method_24147	texture
method_24148	sprite
method_24152	updateMaxMipLevel
method_24153	getAtlas
method_24155	throwAsRuntime
method_24157	cap
method_24158	method_24158
method_24159	method_24159
method_24160	method_24160
method_24161	method_24161
method_24162	method_24162
method_24163	getConnectedDirection
method_24164	getBlockType
method_24165	method_24165
method_24166	opennessCombiner
method_24167	combine
method_24168	method_24168
method_24169	getBlockType
method_24170	acceptNone
method_24171	acceptNone
method_24172	acceptNone
method_24173	combineWithNeigbour
method_24174	acceptNone
method_24175	showSlideParticles
method_24176	maybeDoSlideAchievement
method_24177	maybeDoSlideEffects
method_24178	showJumpParticles
method_24179	doesEntityDoHoneyBlockSlideEffects
method_24180	doSlideMovement
method_24181	method_24181
method_24182	getBlockEntity
method_24184	render
method_24185	setupSpikes
method_24186	block
method_24187	sky
method_24188	method_24188
method_24189	acceptNone
method_24190	method_24190
method_24191	acceptSingle
method_24192	acceptDouble
method_24193	method_24193
method_24194	method_24194
method_24196	overrideCameraOrientation
method_24197	cameraOrientation
method_24198	updateFilter
method_24201	positionRider
method_24203	moveTo
method_24204	getSelfAndPassengers
method_24205	method_24205
method_24206	removeIf
method_24207	method_24207
method_24208	getQueueSize
method_2421	keyHome
method_24210	setupForFlatItems
method_24211	setupFor3DItems
method_24212	normalIntValue
method_24213	method_24213
method_24214	registerValueAndGetMean
method_24217	setTarget
method_24223	prepareMobModel
method_24225	getViewBlockingState
method_24226	rollbackResourcePacks
method_24228	method_24228
method_24229	method_24229
method_24230	method_24230
method_24233	push
method_24235	method_24235
