field_1	heap
field_17572	changed
field_17573	state
field_17574	level
field_17575	pos
field_17576	changed
field_17577	UNSTABLE_SHAPE_BOTTOM
field_17578	BELOW_BLOCK
field_17579	SWEET_BERRY_BUSH
field_1758	tutorial
field_17580	CROP
field_17581	NETHER_WART
field_17586	LEVEL_COMPOSTER
field_17587	shapes
field_17588	direction
field_17589	blockPos
field_1759	isLocalServer
field_17590	miss
field_17591	inside
field_17592	entity
field_17593	EMPTY
field_17594	heldItem
field_17595	TEXTURES
field_17599	serializer
field_176	clearWeatherTime
field_1760	itemColors
field_17600	serializer
field_17601	serverId
field_17602	blockHit
field_17603	BARREL_CLOSE
field_17604	BARREL_OPEN
field_17605	BLASTFURNACE_FIRE_CRACKLE
field_17606	COMPOSTER_EMPTY
field_17607	COMPOSTER_FILL
field_17608	COMPOSTER_FILL_SUCCESS
field_17609	COMPOSTER_READY
field_1761	gameMode
field_17610	CROP_BREAK
field_17611	CROP_PLANTED
field_17612	NETHER_WART_BREAK
field_17613	NETHER_WART_PLANTED
field_17614	PLAYER_HURT_SWEET_BERRY_BUSH
field_17615	SWEET_BERRY_BUSH_BREAK
field_17616	SWEET_BERRY_BUSH_PLACE
field_17617	SWEET_BERRY_BUSH_PICK_BERRIES
field_17618	SMOKER_SMOKE
field_17619	WOODEN_FENCES
field_1762	LOGGER
field_17620	WOODEN_FENCES
field_17622	REGEX
field_17625	STONECUTTER
field_17627	inputSlot
field_17628	resultSlot
field_17629	container
field_1763	modelManager
field_17630	access
field_17631	selectedRecipeIndex
field_17632	level
field_17633	recipes
field_17634	input
field_17635	lastSoundTime
field_17636	slotUpdateListener
field_17637	field_17637
field_17638	val$access
field_17639	field_17639
field_1764	textureManager
field_17640	STONECUTTER
field_17641	STONECUTTING
field_17642	ingredient
field_17643	result
field_17644	id
field_17645	group
field_17646	type
field_17647	serializer
field_17648	factory
field_17649	FACING
field_1765	hitResult
field_17650	CONTAINER_TITLE
field_17651	largeCollisionShape
field_17652	worldBorder
field_17653	shape
field_17654	legacyStructureHandler
field_17655	fixerUpper
field_17656	pos
field_17657	regionCache
field_17658	legacyKeys
field_17659	currentKeys
field_1766	singleplayerServer
field_17660	structureTemplateManager
field_17661	LOGGER
field_17662	usedAuxIds
field_17663	fixerUpper
field_17664	dataFolder
field_17665	LOGGER
field_17666	baseDir
field_17667	backupDir
field_17668	fixerUpper
field_17669	INFINITY
field_17670	scrolling
field_17671	startIndex
field_17672	displayRecipes
field_17673	BG_LOCATION
field_17674	scrollOffs
field_17675	mapData
field_1768	fixerUpper
field_17683	originX
field_17684	originY
field_17685	originZ
field_17686	width
field_17687	height
field_17688	depth
field_1769	levelRenderer
field_17690	result
field_17691	ingredient
field_17692	count
field_17693	advancement
field_17694	group
field_17695	type
field_17696	id
field_17697	group
field_17698	ingredient
field_17699	result
field_1770	fpsString
field_17700	count
field_17701	advancement
field_17702	advancementId
field_17703	type
field_17704	DEMO_SETTINGS
field_17705	overworldDataStorage
field_17706	structureTemplateManager
field_17707	storageName
field_17708	dataStorage
field_1771	missTime
field_17710	UI_STONECUTTER_TAKE_RESULT
field_17711	UI_STONECUTTER_SELECT_RECIPE
field_17712	RENAMED_IDS
field_17713	WANDERING_TRADER
field_17714	TRADER_LLAMA
field_17715	MISC
field_17716	despawnDelay
field_17718	llama
field_17719	ownerLastHurtBy
field_1772	font
field_17720	timestamp
field_17721	offers
field_17722	tradingPlayer
field_17723	inventory
field_17724	WANDERING_TRADER_TRADES
field_17725	despawnDelay
field_17726	random
field_17728	tickDelay
field_17729	spawnDelay
field_1773	gameRenderer
field_17730	spawnChance
field_17731	TRADER_LLAMA_SPAWN_EGG
field_17732	WANDERING_TRADER_SPAWN_EGG
field_17734	LANTERN
field_17735	exit
field_17736	wanderingTraderSpawnDelay
field_17737	wanderingTraderSpawnChance
field_17738	wanderingTraderId
field_17739	VILLAGER_BASE_SKIN
field_1774	keyboardHandler
field_17740	TRADER_LLAMA
field_17741	COMPOSTER
field_17742	LANTERN_HIT
field_17743	LANTERN_PLACE
field_17744	LANTERN_STEP
field_17745	LANTERN_BREAK
field_17746	LANTERN_FALL
field_17747	WANDERING_TRADER_AMBIENT
field_17748	WANDERING_TRADER_DEATH
field_17749	WANDERING_TRADER_HURT
field_17750	WANDERING_TRADER_NO
field_17751	WANDERING_TRADER_TRADE
field_17752	WANDERING_TRADER_YES
field_17753	DRAGON_IMMUNE
field_17754	WITHER_IMMUNE
field_17755	mob
field_17756	item
field_17757	canUseSelector
field_17758	wanderTarget
field_17759	trader
field_17760	stopDistance
field_17761	speedModifier
field_17762	field_17762
field_17763	splashManager
field_17764	STONECUTTER
field_17765	CAMPFIRE
field_17767	reload
field_17770	currentProgress
field_17771	fadeOutStart
field_17772	fadeInStart
field_17774	CUBE_MAP
field_17775	PANORAMA_OVERLAY
field_1778	$SwitchMap$net$minecraft$world$phys$HitResult$Type
field_17780	levelRenderer
field_17781	sprites
field_17782	sprites
field_17783	uo
field_17784	vo
field_17785	sprite
field_17786	sprite
field_17787	sprites
field_17788	sprites
field_17789	sprites
field_1779	minecraft
field_17790	sprite
field_17791	sprite
field_17793	sprites
field_17794	sprites
field_1780	activeButton
field_17802	sprites
field_17803	sprite
field_17804	sprite
field_17805	sprites
field_17806	sprites
field_17807	sprites
field_17808	sprites
field_17809	sprite
field_1781	fakeRightMouse
field_17810	sprite
field_17811	sprites
field_17812	sprite
field_17813	sprite
field_17814	sprite
field_17815	sprites
field_17816	sprites
field_17817	sprites
field_17818	sprite
field_17819	sprite
field_1782	smoothTurnY
field_17820	RENDER_ORDER
field_17827	TERRAIN_SHEET
field_17828	PARTICLE_SHEET_OPAQUE
field_17829	PARTICLE_SHEET_TRANSLUCENT
field_1783	mouseGrabbed
field_17830	PARTICLE_SHEET_LIT
field_17831	CUSTOM
field_17832	NO_RENDER
field_1784	ignoreFirstMove
field_1785	lastMouseEventTime
field_1786	accumulatedScroll
field_17862	sprites
field_17863	sprites
field_17864	sprites
field_17865	sprite
field_17866	sprites
field_17867	quadSize
field_17869	sprites
field_1787	accumulatedDY
field_17870	sprites
field_17871	sprite
field_17872	sprite
field_17873	sprite
field_17874	sprite
field_17875	sprite
field_17876	sprites
field_17877	sprite
field_17878	sprites
field_1788	isRightPressed
field_17880	sprite
field_17881	sprite
field_17882	sprite
field_17883	sprite
field_17884	uo
field_17885	vo
field_17886	sprite
field_17887	sprites
field_17888	sprites
field_17889	sprites
field_1789	accumulatedDX
field_17890	sprite
field_17891	sprite
field_17892	clientLevel
field_17894	future
field_17895	metadata
field_17896	image
field_17897	exception
field_17898	LOCATION_PARTICLES
field_17899	maxSupportedTextureSize
field_1790	isMiddlePressed
field_17904	SPLASHES_LOCATION
field_17905	RANDOM
field_17906	splashes
field_17908	registry
field_17909	FLASH
field_1791	isLeftPressed
field_17910	OPTIONAL_UNSIGNED_INT
field_17918	LOGGER
field_17919	total
field_1792	mousePressedTime
field_1793	smoothTurnX
field_17935	listeners
field_1794	ypos
field_17943	FOX
field_17944	mob
field_17945	interval
field_17947	wantedPos
field_17948	cat
field_17949	DATA_TYPE_ID
field_1795	xpos
field_17950	DATA_FLAGS_ID
field_17951	DATA_TRUSTED_ID_0
field_17952	DATA_TRUSTED_ID_1
field_17953	ALLOWED_ITEMS
field_17954	TRUSTED_TARGET_SELECTOR
field_17955	STALKABLE_PREY
field_17956	AVOID_PLAYERS
field_17957	landTargetGoal
field_17958	turtleEggTargetGoal
field_17959	fishTargetGoal
field_1796	clickDepth
field_17960	interestedAngle
field_17961	interestedAngleO
field_17962	crouchAmount
field_17963	crouchAmountO
field_17964	ticksSinceEaten
field_17965	field_17965
field_17966	trustedLastHurtBy
field_17967	trustedLastHurt
field_17968	timestamp
field_17969	countdown
field_1797	videoModes
field_17970	field_17970
field_17971	field_17971
field_17972	field_17972
field_17973	field_17973
field_17974	ticksWaited
field_17975	field_17975
field_17976	field_17976
field_17977	type
field_17979	field_17979
field_1798	y
field_17980	field_17980
field_17981	field_17981
field_17982	field_17982
field_17983	field_17983
field_17984	field_17984
field_17985	field_17985
field_17986	field_17986
field_17987	relX
field_17988	relZ
field_17989	lookTime
field_1799	x
field_17990	looksRemaining
field_17991	field_17991
field_17992	interval
field_17993	field_17993
field_17994	countdown
field_17995	field_17995
field_17996	RED
field_17997	SNOW
field_17998	BY_ID
field_18	WATER
field_1800	monitor
field_18000	id
field_18001	name
field_18003	$VALUES
field_18004	PREY_SELECTOR
field_18005	FOX_SPAWN_EGG
field_18006	OPEN
field_18007	VILLAGE_FISHER
field_18008	paintingTextures
field_18009	RESOURCE_RELOAD_INITIAL_TASK
field_18015	head
field_18019	body
field_1802	currentMode
field_18024	tail
field_18025	legMotionPos
field_18026	RED_FOX_TEXTURE
field_18027	RED_FOX_SLEEP_TEXTURE
field_18028	SNOW_FOX_TEXTURE
field_18029	SNOW_FOX_SLEEP_TEXTURE
field_1803	CRAFTING_REDSTONE
field_18030	HOLDER_COMPARATOR
field_18032	BACK_SPRITE_LOCATION
field_18034	WORKER_COUNT
field_18035	BACKGROUND_EXECUTOR
field_18037	name
field_18038	preparationResult
field_18039	reloadResult
field_1804	FURNACE_SEARCH
field_18040	preparationNanos
field_18041	reloadNanos
field_18042	allPreparations
field_18043	allDone
field_18044	preparingListeners
field_18045	listenerCount
field_18046	startedReloads
field_18047	finishedReloads
field_18048	startedTaskCounter
field_18049	doneTaskCounter
field_1805	$VALUES
field_18050	val$mainThreadExecutor
field_18051	val$listener
field_18052	val$previousTask
field_18053	field_18053
field_18054	FOX_SPIT
field_18055	FOX_AGGRO
field_18056	FOX_AMBIENT
field_18058	FOX_BITE
field_18059	FOX_DEATH
field_1806	CRAFTING_BUILDING_BLOCKS
field_18060	FOX_EAT
field_18061	FOX_HURT
field_18062	FOX_SLEEP
field_18063	FOX_SNIFF
field_18064	DATA_POSE
field_18065	dimensions
field_18066	eyeHeight
field_18067	width
field_18068	height
field_18069	fixed
field_1807	itemIcons
field_18070	dimensions
field_18071	dimensions
field_18072	SLEEPING_DIMENSIONS
field_18073	SLEEPING_POS_ID
field_18074	restrictCenter
field_18075	restrictRadius
field_18076	STANDING
field_18077	FALL_FLYING
field_18078	SLEEPING
field_18079	SWIMMING
field_1808	FURNACE_FOOD
field_18080	SPIN_ATTACK
field_18081	CROUCHING
field_18082	DYING
field_18083	$VALUES
field_18084	avoidEntityTargeting
field_18085	begTargeting
field_18086	PARTNER_TARGETING
field_18087	lookAtContext
field_18089	OFFER_TARGER_CONTEXT
field_1809	CRAFTING_SEARCH
field_18090	TEMP_TARGETING
field_18091	HURT_BY_TARGETING
field_18092	DEFAULT
field_18093	range
field_18098	testInvisible
field_1810	CRAFTING_MISC
field_18100	BAT_RESTING_TARGETING
field_18101	SWIM_WITH_PLAYER_TARGETING
field_18102	alertableTargeting
field_18103	field_18103
field_18104	fox
field_18105	DATA_TYPE
field_18106	effect
field_18107	effectDuration
field_18108	lastLightningBoltUUID
field_18109	RED
field_1811	FURNACE_BLOCKS
field_18110	BROWN
field_18111	type
field_18112	blockState
field_18113	$VALUES
field_18114	panda
field_18116	panda
field_18118	MOMMY_TARGETING
field_18119	size
field_1812	FURNACE_MISC
field_18120	CRYSTAL_DESTROY_TARGETING
field_18121	NEW_TARGET_TARGETING
field_18122	NEAR_EGG_TARGETING
field_18123	CHARGE_TARGETING
field_18124	scanTargeting
field_18125	TARGETING_CONDITIONS
field_18127	startAggroTargetConditions
field_18129	vexCountTargeting
field_1813	CRAFTING_EQUIPMENT
field_18130	attackTargeting
field_18132	copyOwnerTargeting
field_18134	POSES
field_18135	STANDING_DIMENSIONS
field_18136	protection
field_18137	texture
field_18138	LEATHER_HORSE_ARMOR
field_1814	cloudStatus
field_18140	LONG_TOO_SMALL
field_18141	LONG_TOO_BIG
field_18142	READER_INVALID_LONG
field_18143	READER_EXPECTED_LONG
field_1815	hideServerAddress
field_18151	OFF
field_18152	CROSSHAIR
field_18153	HOTBAR
field_18154	BY_ID
field_18155	id
field_18156	key
field_18157	$VALUES
field_1816	keySmoothCamera
field_18162	OFF
field_18163	FAST
field_18164	FANCY
field_18167	key
field_18168	$VALUES
field_1817	chatLinksPrompt
field_18173	mobEffectTextures
field_18174	pendingReload
field_18175	overlay
field_18176	OFF
field_18177	ALL
field_18178	CHAT
field_18179	SYSTEM
field_1818	showSubtitles
field_18180	BY_ID
field_18181	id
field_18183	$VALUES
field_1819	forceUnicodeFont
field_18197	ALL
field_18198	DECREASED
field_18199	MINIMAL
field_182	zSpawn
field_1820	chatOpacity
field_18200	BY_ID
field_18201	id
field_18202	key
field_18203	$VALUES
field_18210	LOGGER
field_18214	children
field_18217	minecraft
field_18218	onFinish
field_18219	fadeIn
field_1822	keyInventory
field_18220	fadeInStart
field_18222	fading
field_18223	sprite
field_18224	iconX
field_18225	iconY
field_18226	players
field_18227	$SwitchMap$net$minecraft$core$Direction
field_18228	model
field_1823	GSON
field_18230	textureAtlas
field_18233	x
field_18234	y
field_18235	z
field_18238	POSE
field_1824	keyTogglePerspective
field_18241	playerMap
field_18242	entityMap
field_18243	viewDistance
field_18245	field_18245
field_18246	serverEntity
field_18247	entity
field_18248	range
field_18249	lastSectionPos
field_1825	chatHeightUnfocused
field_18250	seenBy
field_18252	ticketTracker
field_18255	field_18255
field_18258	level
field_18259	broadcast
field_1826	fov
field_18261	players
field_18265	FOX_SCREECH
field_18266	MOOSHROOM_CONVERT
field_18267	MOOSHROOM_EAT
field_18268	MOOSHROOM_MILK
field_18269	MOOSHROOM_MILK_SUSPICIOUSLY
field_1827	advancedItemTooltips
field_18270	category
field_18271	BENEFICIAL
field_18272	HARMFUL
field_18273	NEUTRAL
field_18274	tooltipFormatting
field_18275	$VALUES
field_18276	deltaMovement
field_18277	rollDelta
field_18278	ap
field_18279	delayedLeashHolderId
field_1828	fullscreenVideoModeString
field_18280	finishUsingSound
field_18281	ARROW_ONLY
field_18282	ARROW_OR_FIREWORK
field_18284	IRON_XYLOPHONE
field_18285	COW_BELL
field_18286	DIDGERIDOO
field_18287	BIT
field_18288	BANJO
field_18289	PLING
field_1829	mainHand
field_18290	sprites
field_18291	sprite
field_18292	landParticle
field_18293	fallingParticle
field_18299	textures
field_1830	realmsNotifications
field_18300	spriteSets
field_18301	textureAtlas
field_18303	sprites
field_18304	FALLING_LAVA
field_18305	LANDING_LAVA
field_18306	FALLING_WATER
field_18307	entitiesInLevel
field_18308	NOTE_BLOCK_IRON_XYLOPHONE
field_18309	NOTE_BLOCK_COW_BELL
field_1831	keySwapOffhand
field_18310	NOTE_BLOCK_DIDGERIDOO
field_18311	NOTE_BLOCK_BIT
field_18312	NOTE_BLOCK_BANJO
field_18313	WANDERING_TRADER_DRINK_POTION
field_18314	WANDERING_TRADER_REAPPEARED
field_18315	WANDERING_TRADER_DISAPPEARED
field_18316	WANDERING_TRADER_DRINK_MILK
field_18317	ARROWS
field_18318	name
field_18319	blockingCount
field_1832	keyShift
field_18320	reentrantCount
field_18321	brain
field_18322	memories
field_18323	sensors
field_18324	availableBehaviorsByPriority
field_18325	schedule
field_18326	activityRequirements
field_18327	coreActivities
field_18328	activeActivities
field_18329	defaultActivity
field_18333	status
field_18334	endTimestamp
field_18335	minDuration
field_18336	maxDuration
field_18337	STOPPED
field_18338	RUNNING
field_18339	$VALUES
field_1834	LOGGER
field_18340	blockPos
field_18341	centerPosition
field_18342	entity
field_18344	exitErasedMemories
field_18345	orderPolicy
field_18346	runningPolicy
field_18347	behaviors
field_18348	ORDERED
field_18349	SHUFFLED
field_1835	keyScreenshot
field_18350	consumer
field_18351	$VALUES
field_18352	STATIC
field_18353	STREAMING
field_18354	$VALUES
field_1836	keyFullscreen
field_18362	speedModifier
field_18368	birthTimestamp
field_18369	path
field_1837	pauseOnLostFocus
field_18370	lastTargetPos
field_18371	speedModifier
field_1838	chatHeightFocused
field_18387	chance
field_18389	trades
field_1839	keyMappings
field_18392	playerItemStack
field_18393	displayItems
field_18394	cycleCounter
field_18395	displayIndex
field_18396	lookTime
field_184	fixerUpper
field_1840	gamma
field_18405	MOVE
field_18406	LOOK
field_18407	JUMP
field_18408	TARGET
field_18409	$VALUES
field_1841	ambientOcclusion
field_18410	NO_GOAL
field_18411	lockedFlags
field_18412	poiPos
field_18413	visited
field_18414	distanceToPoi
field_18415	canDealWithDoors
field_18416	goal
field_18417	priority
field_18418	isRunning
field_18419	gossips
field_1842	hideGui
field_18420	entries
field_18424	MAJOR_NEGATIVE
field_18425	MINOR_NEGATIVE
field_18426	MINOR_POSITIVE
field_18427	MAJOR_POSITIVE
field_18428	TRADING
field_1843	sensitivity
field_18430	id
field_18431	weight
field_18432	max
field_18434	decayPerTransfer
field_18436	$VALUES
field_18437	DUMMY
field_18438	HOME
field_18439	JOB_SITE
field_1844	keyAdvancements
field_18440	MEETING_POINT
field_18441	NEAREST_LIVING_ENTITIES
field_18442	NEAREST_VISIBLE_LIVING_ENTITIES
field_18443	NEAREST_PLAYERS
field_18444	NEAREST_VISIBLE_PLAYER
field_18445	WALK_TARGET
field_18446	LOOK_TARGET
field_18447	INTERACTION_TARGET
field_18448	BREED_TARGET
field_18449	PATH
field_1845	keyCommand
field_18450	INTERACTABLE_DOORS
field_18451	HURT_BY
field_18452	HURT_BY_ENTITY
field_18453	NEAREST_HOSTILE
field_18456	VALUE_PRESENT
field_18457	VALUE_ABSENT
field_18458	REGISTERED
field_18459	$VALUES
field_1846	incompatibleResourcePacks
field_18460	target
field_18461	speedModifier
field_18462	closeEnoughDist
field_18463	timeToTick
field_18464	scanRate
field_18465	DUMMY
field_18466	NEAREST_LIVING_ENTITIES
field_18467	NEAREST_PLAYERS
field_18469	HURT_BY
field_18470	VILLAGER_HOSTILES
field_18471	factory
field_18473	ACCEPTABLE_DISTANCE_FROM_HOSTILES
field_18474	ZOMBIE_VILLAGER_CURED
field_18475	GOLEM_KILLED
field_18476	VILLAGER_HURT
field_18477	VILLAGER_KILLED
field_18478	TRADE
field_18479	siegeState
field_1848	autoJump
field_18480	SIEGE_CAN_ACTIVATE
field_18481	SIEGE_TONIGHT
field_18482	SIEGE_DONE
field_18483	$VALUES
field_18484	distanceTracker
field_18485	field_18485
field_18486	levels
field_18487	HAS_SPACE
field_18488	IS_OCCUPIED
field_18489	ANY
field_1849	keyRight
field_18490	test
field_18491	$VALUES
field_18492	pos
field_18493	poiType
field_18494	freeTickets
field_18495	setDirty
field_18496	LOGGER
field_18497	records
field_18498	byType
field_18499	setDirty
field_185	initialized
field_1852	keyHotbarSlots
field_18524	enderman
field_18525	xp
field_18526	FOOD_POINTS
field_18527	WANTED_ITEMS
field_18528	updateMerchantTimer
field_18529	increaseProfessionLevelOnUpdate
field_1853	OPTION_SPLITTER
field_18530	lastTradedPlayer
field_18533	foodLevel
field_18534	gossips
field_18535	lastGossipTime
field_18536	villagerXp
field_18537	lastRestockGameTime
field_18538	MEMORY_TYPES
field_18539	SENSOR_TYPES
field_1854	touchscreen
field_18540	NEXT_LEVEL_XP_THRESHOLDS
field_18544	item
field_18545	value
field_18546	maxUses
field_18547	villagerXp
field_18548	item
field_18549	cost
field_18550	maxUses
field_18551	villagerXp
field_18552	priceMultiplier
field_18553	trades
field_18554	cost
field_18555	maxUses
field_18556	villagerXp
field_18557	villagerXp
field_18558	itemStack
field_18559	baseEmeraldCost
field_1856	mipmapLevels
field_18560	maxUses
field_18561	villagerXp
field_18562	priceMultiplier
field_18563	fromItem
field_18564	fromCount
field_18565	emeraldCost
field_18566	toItem
field_18567	toCount
field_18568	maxUses
field_18569	villagerXp
field_1857	fullscreen
field_18570	priceMultiplier
field_18571	itemStack
field_18572	emeraldCost
field_18573	numberOfItems
field_18574	maxUses
field_18575	villagerXp
field_18576	priceMultiplier
field_18577	effect
field_18578	duration
field_18579	xp
field_18580	priceMultiplier
field_18581	toItem
field_18582	toCount
field_18583	emeraldCost
field_18584	maxUses
field_18585	villagerXp
field_18586	fromItem
field_18587	fromCount
field_18588	priceMultiplier
field_18589	emeraldCost
field_1859	RESOURCE_PACK_TYPE
field_18590	maxUses
field_18591	villagerXp
field_18592	OBSTRUCTED
field_18593	message
field_18594	CORE
field_18595	IDLE
field_18596	WORK
field_18597	REST
field_18598	MEET
field_18599	PANIC
field_18600	name
field_18601	timeStamp
field_18602	value
field_18603	EMPTY
field_18604	SIMPLE
field_18605	VILLAGER_BABY
field_18606	VILLAGER_DEFAULT
field_18607	timelines
field_18608	schedule
field_18609	transitions
field_18610	time
field_18611	activity
field_18612	keyframes
field_18613	previousIndex
field_18614	nutrition
field_18615	saturationModifier
field_18616	isMeat
field_18617	canAlwaysEat
field_18618	fastFood
field_18619	effects
field_18620	nutrition
field_18621	saturationModifier
field_18622	isMeat
field_18623	canAlwaysEat
field_18624	fastFood
field_18625	effects
field_18626	PORKCHOP
field_18627	POTATO
field_18628	PUFFERFISH
field_18629	PUMPKIN_PIE
field_1863	minecraft
field_18630	RABBIT
field_18631	RABBIT_STEW
field_18632	ROTTEN_FLESH
field_18633	SALMON
field_18634	SPIDER_EYE
field_18635	SUSPICIOUS_STEW
field_18636	SWEET_BERRIES
field_18637	TROPICAL_FISH
field_18638	APPLE
field_18639	BAKED_POTATO
field_1864	lastMpIp
field_18640	BEEF
field_18641	BEETROOT
field_18642	BEETROOT_SOUP
field_18643	BREAD
field_18644	CARROT
field_18645	CHICKEN
field_18646	CHORUS_FRUIT
field_18647	COD
field_18648	COOKED_BEEF
field_18649	COOKED_CHICKEN
field_1865	invertYMouse
field_18650	COOKED_COD
field_18651	COOKED_MUTTON
field_18652	COOKED_PORKCHOP
field_18653	COOKED_RABBIT
field_18654	COOKED_SALMON
field_18655	COOKIE
field_18656	DRIED_KELP
field_18657	ENCHANTED_GOLDEN_APPLE
field_18658	GOLDEN_APPLE
field_18659	GOLDEN_CARROT
field_1866	renderDebug
field_18660	MELON_SLICE
field_18661	MUSHROOM_STEW
field_18662	MUTTON
field_18663	POISONOUS_POTATO
field_18664	GENERIC_9x1
field_18665	GENERIC_9x2
field_18666	GENERIC_9x4
field_18667	GENERIC_9x5
field_18668	futureXp
field_18669	merchantLevel
field_1867	keySprint
field_18670	showProgressBar
field_18672	foodProperties
field_18673	foodProperties
field_18674	GLOBE_BANNER_PATTERN
field_18676	specialPriceDiff
field_18677	demand
field_18678	priceMultiplier
field_18679	xp
field_1868	guiScale
field_18680	val$from
field_18681	val$to
field_18682	val$zDiff
field_18683	val$xDiff
field_18684	pos
field_18687	DESTROY
field_18688	$VALUES
field_1869	keyDrop
field_18690	folder
field_18691	LOGGER
field_18692	storage
field_18693	dirty
field_18695	factory
field_18696	piece
field_18697	free
field_18699	depth
field_1870	renderDistance
field_18700	maxDepth
field_18702	chunkGenerator
field_18703	structureTemplateManager
field_18704	pieces
field_18705	random
field_18706	placing
field_18707	maxSize
field_18708	maxVisitedNodes
field_18709	initialized
field_1871	keyPickItem
field_18710	level
field_18711	entity
field_18712	position
field_18713	blockPosition
field_18714	forwards
field_18715	up
field_18716	left
field_18717	xRot
field_18718	yRot
field_18719	detached
field_1872	overrideWidth
field_18721	eyeHeight
field_18722	eyeHeightOld
field_18725	backgroundForChatOnly
field_18726	textBackgroundOpacity
field_1873	autoSuggestions
field_18736	field_18736
field_18737	field_18737
field_18738	field_18738
field_18739	field_18739
field_1874	keyLoadHotbarActivator
field_18743	language
field_18744	field_18744
field_18747	field_18747
field_18748	field_18748
field_18749	stat
field_1875	tutorialStep
field_18750	field_18750
field_18751	field_18751
field_18752	field_18752
field_18753	iconOffsets
field_18754	blockColumns
field_18755	itemColumns
field_18756	headerPressed
field_18758	itemStatSorter
field_18759	sortColumn
field_1876	useNativeTransport
field_18760	sortOrder
field_18761	field_18761
field_18763	field_18763
field_18765	mainCamera
field_18766	camera
field_1877	chatVisibility
field_18777	brainDebugRenderer
field_18778	goalSelectorRenderer
field_1878	biomeBlendRadius
field_18780	minecraft
field_18781	goalSelectors
field_18782	pos
field_18783	priority
field_18784	name
field_18785	isRunning
field_18786	minecraft
field_18787	pois
field_18789	LOGGER
field_1879	keySaveHotbarActivator
field_18790	dimension
field_18791	pos
field_18799	DEBUG_GOAL_SELECTOR
field_1880	renderDebugCharts
field_18800	DEBUG_BRAIN
field_18801	villagerLevel
field_18802	villagerXp
field_18803	showProgress
field_18805	difficulty
field_18806	locked
field_18807	pendingUnloads
field_18808	poiManager
field_18809	mainThreadProcessor
field_1881	keyDown
field_18810	field_18810
field_18811	raids
field_18812	scheduled
field_18813	PARROT_IMITATE_GUARDIAN
field_18815	PARROT_IMITATE_PILLAGER
field_18816	PARROT_IMITATE_RAVAGER
field_1882	particles
field_1883	languageCode
field_1884	enableVsync
field_18848	nextOkStartTime
field_1885	overrideHeight
field_18851	POI_MEMORIES
field_18852	HARD_CROP
field_18853	lastScheduleUpdate
field_18855	RUN_ONE
field_18856	TRY_ALL
field_18857	$VALUES
field_18858	aboveFarmlandPos
field_1886	keyAttack
field_18861	nextOkStartTime
field_1887	resourcePacks
field_18873	SECONDARY_JOB_SITE
field_18875	SECONDARY_POIS
field_18876	continueAggroTargetConditions
field_18877	villagerXp
field_1888	entityShadows
field_18881	shoutTargeting
field_18882	field_18882
field_18883	mob
field_18884	hostileRadiusSqr
field_18885	PLAY
field_18886	RED_SANDSTONE_SLAB
field_18887	CUT_RED_SANDSTONE_SLAB
field_18888	SANDSTONE_SLAB
field_18889	CUT_STANDSTONE_SLAB
field_1889	mouseWheelSensitivity
field_18890	CUT_SANDSTONE_SLAB
field_18891	CUT_RED_SANDSTONE_SLAB
field_18892	LOGGER
field_18893	source
field_18894	initialized
field_18895	streamingBufferSize
field_18896	stream
field_18897	LOGGER
field_18898	currentDevice
field_18899	context
field_189	gameTime
field_1890	keyChat
field_18902	listener
field_18903	limit
field_18904	activeChannels
field_18906	gain
field_18907	handle
field_18908	audioFormat
field_18909	input
field_1891	bobView
field_18910	buffer
field_18911	buffers
field_18912	bufferSize
field_18913	byteCount
field_18914	currentBuffer
field_18915	LOGGER
field_18916	data
field_18917	format
field_18918	hasAlBuffer
field_18919	alBuffer
field_1892	modelParts
field_18920	LOGGER
field_18921	brainDumpsPerEntity
field_18922	lastLookedAtUuid
field_18923	uuid
field_18924	id
field_18925	profession
field_18926	pos
field_18927	activities
field_18928	behaviors
field_1893	renderFpsChart
field_18930	pois
field_18931	pos
field_18932	type
field_18933	freeTicketCount
field_18934	user
field_18936	relative
field_18937	channels
field_18938	library
field_18939	executor
field_1894	keyUp
field_18940	field_18940
field_18941	channel
field_18942	stopped
field_18943	resourceManager
field_18944	cache
field_18945	library
field_18946	listener
field_18947	soundBuffers
field_18948	executor
field_18949	channelAccess
field_1895	attackIndicator
field_18950	instanceToChannel
field_18951	instanceBySource
field_18952	soundDeleteTime
field_18953	thread
field_18954	shutdown
field_18955	RESERVED_WINDOWS_FILENAMES
field_18956	COPY_COUNTER_PATTERN
field_18957	DEBUG_POI_TICKET_COUNT_PACKET
field_18958	DEBUG_POI_ADDED_PACKET
field_18959	DEBUG_POI_REMOVED_PACKET
field_1896	narrator
field_18960	DEBUG_VILLAGE_SECTIONS
field_18961	LOGGER
field_18964	remainingCooldown
field_18967	NO_TITLE
field_1897	optionsFile
field_18971	listener
field_18973	initial
field_18974	hardcore
field_18975	texture
field_18976	playTurnSound
field_18977	playTurnSound
field_18978	title
field_18980	HERO_OF_THE_VILLAGE
field_18981	fireImmune
field_18982	fireImmune
field_18983	currentRaid
field_18984	GIFTS
field_18985	timeUntilNextGift
field_18986	giftGivenDuringThisRun
field_18987	timeSinceStart
field_18988	speedModifier
field_18989	targetBed
field_18990	remainingTimeToReachBed
field_18991	remainingJumps
field_18992	remainingCooldownUntilNextJump
field_19	TRAPDOOR
field_190	raining
